Verb,conjugation,subject,option,verb_translation,subject_translation,option_translation,verb_base,subject_base,option_base
ouvrir, ouv, 3-sg-n, subjonctif-present, open, it, subjonctif present,ouvrir,,
ouvrir, ouv, 1-pl, subjonctif-present, open, we, subjonctif present,ouvrir,,
ouvrir, ouv, 2-pl, subjonctif-present, open, you all, subjonctif present,ouvrir,,
ouvrir, ouv, 3-pl-m, subjonctif-present, open, they (m), subjonctif present,ouvrir,,
ouvrir, ouv, 3-pl-f, subjonctif-present, open, they (f), subjonctif present,ouvrir,,
paitre, p, 1-sg, conditionnel-present, graze, i, conditionnel present,paitre,,
paitre, p, 2-sg, conditionnel-present, graze, you, conditionnel present,paitre,,
paitre, p, 3-sg-m, conditionnel-present, graze, he, conditionnel present,paitre,,
paitre, p, 3-sg-f, conditionnel-present, graze, she, conditionnel present,paitre,,
paitre, p, 3-sg-n, conditionnel-present, graze, it, conditionnel present,paitre,,
paitre, p, 1-pl, conditionnel-present, graze, we, conditionnel present,paitre,,
paitre, p, 2-pl, conditionnel-present, graze, you all, conditionnel present,paitre,,
paitre, p, 3-pl-m, conditionnel-present, graze, they (m), conditionnel present,paitre,,
paitre, p, 3-pl-f, conditionnel-present, graze, they (f), conditionnel present,paitre,,
paitre, p, 1-sg, imperatif-present, graze, i, imperatif present,paitre,,
paitre, p, 2-sg, imperatif-present, graze, you, imperatif present,paitre,,
paitre, p, 3-sg-m, imperatif-present, graze, he, imperatif present,paitre,,
paitre, p, 3-sg-f, imperatif-present, graze, she, imperatif present,paitre,,
paitre, p, 3-sg-n, imperatif-present, graze, it, imperatif present,paitre,,
paitre, p, 1-sg, indicatif-futur, graze, i, indicatif futur,paitre,,
paitre, p, 2-sg, indicatif-futur, graze, you, indicatif futur,paitre,,
paitre, p, 3-sg-m, indicatif-futur, graze, he, indicatif futur,paitre,,
paitre, p, 3-sg-f, indicatif-futur, graze, she, indicatif futur,paitre,,
paitre, p, 3-sg-n, indicatif-futur, graze, it, indicatif futur,paitre,,
paitre, p, 1-pl, indicatif-futur, graze, we, indicatif futur,paitre,,
paitre, p, 2-pl, indicatif-futur, graze, you all, indicatif futur,paitre,,
paitre, p, 3-pl-m, indicatif-futur, graze, they (m), indicatif futur,paitre,,
paitre, p, 3-pl-f, indicatif-futur, graze, they (f), indicatif futur,paitre,,
paitre, p, 1-sg, indicatif-imparfait, graze, i, indicatif imparfait,paitre,,
paitre, p, 2-sg, indicatif-imparfait, graze, you, indicatif imparfait,paitre,,
paitre, p, 3-sg-m, indicatif-imparfait, graze, he, indicatif imparfait,paitre,,
paitre, p, 3-sg-f, indicatif-imparfait, graze, she, indicatif imparfait,paitre,,
paitre, p, 3-sg-n, indicatif-imparfait, graze, it, indicatif imparfait,paitre,,
paitre, p, 1-pl, indicatif-imparfait, graze, we, indicatif imparfait,paitre,,
paitre, p, 2-pl, indicatif-imparfait, graze, you all, indicatif imparfait,paitre,,
paitre, p, 3-pl-m, indicatif-imparfait, graze, they (m), indicatif imparfait,paitre,,
paitre, p, 3-pl-f, indicatif-imparfait, graze, they (f), indicatif imparfait,paitre,,
paitre, p, 1-sg, indicatif-passe-simple, graze, i, indicatif passe simple,paitre,,
paitre, p, 2-sg, indicatif-passe-simple, graze, you, indicatif passe simple,paitre,,
paitre, p, 3-sg-m, indicatif-passe-simple, graze, he, indicatif passe simple,paitre,,
paitre, p, 3-sg-f, indicatif-passe-simple, graze, she, indicatif passe simple,paitre,,
paitre, p, 3-sg-n, indicatif-passe-simple, graze, it, indicatif passe simple,paitre,,
paitre, p, 1-pl, indicatif-passe-simple, graze, we, indicatif passe simple,paitre,,
paitre, p, 2-pl, indicatif-passe-simple, graze, you all, indicatif passe simple,paitre,,
paitre, p, 3-pl-m, indicatif-passe-simple, graze, they (m), indicatif passe simple,paitre,,
paitre, p, 3-pl-f, indicatif-passe-simple, graze, they (f), indicatif passe simple,paitre,,
paitre, p, 1-sg, indicatif-present, graze, i, indicatif present,paitre,,
paitre, p, 2-sg, indicatif-present, graze, you, indicatif present,paitre,,
paitre, p, 3-sg-m, indicatif-present, graze, he, indicatif present,paitre,,
paitre, p, 3-sg-f, indicatif-present, graze, she, indicatif present,paitre,,
paitre, p, 3-sg-n, indicatif-present, graze, it, indicatif present,paitre,,
paitre, p, 1-pl, indicatif-present, graze, we, indicatif present,paitre,,
paitre, p, 2-pl, indicatif-present, graze, you all, indicatif present,paitre,,
paitre, p, 3-pl-m, indicatif-present, graze, they (m), indicatif present,paitre,,
paitre, p, 3-pl-f, indicatif-present, graze, they (f), indicatif present,paitre,,
paitre, p, 3-sg-m, participe-passe, graze, he, participe passe,paitre,,
paitre, p, 3-pl-m, participe-passe, graze, they (m), participe passe,paitre,,
paitre, p, 3-sg-f, participe-passe, graze, she, participe passe,paitre,,
paitre, p, 3-pl-f, participe-passe, graze, they (f), participe passe,paitre,,
paitre, p, 1-sg, subjonctif-imparfait, graze, i, subjonctif imparfait,paitre,,
paitre, p, 2-sg, subjonctif-imparfait, graze, you, subjonctif imparfait,paitre,,
paitre, p, 3-sg-m, subjonctif-imparfait, graze, he, subjonctif imparfait,paitre,,
paitre, p, 3-sg-f, subjonctif-imparfait, graze, she, subjonctif imparfait,paitre,,
paitre, p, 3-sg-n, subjonctif-imparfait, graze, it, subjonctif imparfait,paitre,,
paitre, p, 1-pl, subjonctif-imparfait, graze, we, subjonctif imparfait,paitre,,
paitre, p, 2-pl, subjonctif-imparfait, graze, you all, subjonctif imparfait,paitre,,
paitre, p, 3-pl-m, subjonctif-imparfait, graze, they (m), subjonctif imparfait,paitre,,
paitre, p, 3-pl-f, subjonctif-imparfait, graze, they (f), subjonctif imparfait,paitre,,
paitre, p, 1-sg, subjonctif-present, graze, i, subjonctif present,paitre,,
paitre, p, 2-sg, subjonctif-present, graze, you, subjonctif present,paitre,,
paitre, p, 3-sg-m, subjonctif-present, graze, he, subjonctif present,paitre,,
paitre, p, 3-sg-f, subjonctif-present, graze, she, subjonctif present,paitre,,
paitre, p, 3-sg-n, subjonctif-present, graze, it, subjonctif present,paitre,,
paitre, p, 1-pl, subjonctif-present, graze, we, subjonctif present,paitre,,
paitre, p, 2-pl, subjonctif-present, graze, you all, subjonctif present,paitre,,
paitre, p, 3-pl-m, subjonctif-present, graze, they (m), subjonctif present,paitre,,
paitre, p, 3-pl-f, subjonctif-present, graze, they (f), subjonctif present,paitre,,
peler, p, 1-sg, conditionnel-present, peel, i, conditionnel present,peler,,
peler, p, 2-sg, conditionnel-present, peel, you, conditionnel present,peler,,
peler, p, 3-sg-m, conditionnel-present, peel, he, conditionnel present,peler,,
peler, p, 3-sg-f, conditionnel-present, peel, she, conditionnel present,peler,,
peler, p, 3-sg-n, conditionnel-present, peel, it, conditionnel present,peler,,
peler, p, 1-pl, conditionnel-present, peel, we, conditionnel present,peler,,
peler, p, 2-pl, conditionnel-present, peel, you all, conditionnel present,peler,,
peler, p, 3-pl-m, conditionnel-present, peel, they (m), conditionnel present,peler,,
peler, p, 3-pl-f, conditionnel-present, peel, they (f), conditionnel present,peler,,
peler, p, 1-sg, imperatif-present, peel, i, imperatif present,peler,,
peler, p, 2-sg, imperatif-present, peel, you, imperatif present,peler,,
peler, p, 3-sg-m, imperatif-present, peel, he, imperatif present,peler,,
peler, p, 3-sg-f, imperatif-present, peel, she, imperatif present,peler,,
peler, p, 3-sg-n, imperatif-present, peel, it, imperatif present,peler,,
peler, p, 1-sg, indicatif-futur, peel, i, indicatif futur,peler,,
peler, p, 2-sg, indicatif-futur, peel, you, indicatif futur,peler,,
peler, p, 3-sg-m, indicatif-futur, peel, he, indicatif futur,peler,,
peler, p, 3-sg-f, indicatif-futur, peel, she, indicatif futur,peler,,
peler, p, 3-sg-n, indicatif-futur, peel, it, indicatif futur,peler,,
peler, p, 1-pl, indicatif-futur, peel, we, indicatif futur,peler,,
peler, p, 2-pl, indicatif-futur, peel, you all, indicatif futur,peler,,
peler, p, 3-pl-m, indicatif-futur, peel, they (m), indicatif futur,peler,,
peler, p, 3-pl-f, indicatif-futur, peel, they (f), indicatif futur,peler,,
peler, p, 1-sg, indicatif-imparfait, peel, i, indicatif imparfait,peler,,
peler, p, 2-sg, indicatif-imparfait, peel, you, indicatif imparfait,peler,,
peler, p, 3-sg-m, indicatif-imparfait, peel, he, indicatif imparfait,peler,,
peler, p, 3-sg-f, indicatif-imparfait, peel, she, indicatif imparfait,peler,,
peler, p, 3-sg-n, indicatif-imparfait, peel, it, indicatif imparfait,peler,,
peler, p, 1-pl, indicatif-imparfait, peel, we, indicatif imparfait,peler,,
peler, p, 2-pl, indicatif-imparfait, peel, you all, indicatif imparfait,peler,,
peler, p, 3-pl-m, indicatif-imparfait, peel, they (m), indicatif imparfait,peler,,
peler, p, 3-pl-f, indicatif-imparfait, peel, they (f), indicatif imparfait,peler,,
peler, p, 1-sg, indicatif-passe-simple, peel, i, indicatif passe simple,peler,,
peler, p, 2-sg, indicatif-passe-simple, peel, you, indicatif passe simple,peler,,
peler, p, 3-sg-m, indicatif-passe-simple, peel, he, indicatif passe simple,peler,,
peler, p, 3-sg-f, indicatif-passe-simple, peel, she, indicatif passe simple,peler,,
peler, p, 3-sg-n, indicatif-passe-simple, peel, it, indicatif passe simple,peler,,
peler, p, 1-pl, indicatif-passe-simple, peel, we, indicatif passe simple,peler,,
peler, p, 2-pl, indicatif-passe-simple, peel, you all, indicatif passe simple,peler,,
peler, p, 3-pl-m, indicatif-passe-simple, peel, they (m), indicatif passe simple,peler,,
peler, p, 3-pl-f, indicatif-passe-simple, peel, they (f), indicatif passe simple,peler,,
peler, p, 1-sg, indicatif-present, peel, i, indicatif present,peler,,
peler, p, 2-sg, indicatif-present, peel, you, indicatif present,peler,,
peler, p, 3-sg-m, indicatif-present, peel, he, indicatif present,peler,,
peler, p, 3-sg-f, indicatif-present, peel, she, indicatif present,peler,,
peler, p, 3-sg-n, indicatif-present, peel, it, indicatif present,peler,,
peler, p, 1-pl, indicatif-present, peel, we, indicatif present,peler,,
peler, p, 2-pl, indicatif-present, peel, you all, indicatif present,peler,,
peler, p, 3-pl-m, indicatif-present, peel, they (m), indicatif present,peler,,
peler, p, 3-pl-f, indicatif-present, peel, they (f), indicatif present,peler,,
peler, p, 3-sg-m, participe-passe, peel, he, participe passe,peler,,
peler, p, 3-pl-m, participe-passe, peel, they (m), participe passe,peler,,
peler, p, 3-sg-f, participe-passe, peel, she, participe passe,peler,,
peler, p, 3-pl-f, participe-passe, peel, they (f), participe passe,peler,,
peler, p, 1-sg, subjonctif-imparfait, peel, i, subjonctif imparfait,peler,,
peler, p, 2-sg, subjonctif-imparfait, peel, you, subjonctif imparfait,peler,,
peler, p, 3-sg-m, subjonctif-imparfait, peel, he, subjonctif imparfait,peler,,
peler, p, 3-sg-f, subjonctif-imparfait, peel, she, subjonctif imparfait,peler,,
peler, p, 3-sg-n, subjonctif-imparfait, peel, it, subjonctif imparfait,peler,,
peler, p, 1-pl, subjonctif-imparfait, peel, we, subjonctif imparfait,peler,,
peler, p, 2-pl, subjonctif-imparfait, peel, you all, subjonctif imparfait,peler,,
peler, p, 3-pl-m, subjonctif-imparfait, peel, they (m), subjonctif imparfait,peler,,
peler, p, 3-pl-f, subjonctif-imparfait, peel, they (f), subjonctif imparfait,peler,,
peler, p, 1-sg, subjonctif-present, peel, i, subjonctif present,peler,,
peler, p, 2-sg, subjonctif-present, peel, you, subjonctif present,peler,,
peler, p, 3-sg-m, subjonctif-present, peel, he, subjonctif present,peler,,
peler, p, 3-sg-f, subjonctif-present, peel, she, subjonctif present,peler,,
peler, p, 3-sg-n, subjonctif-present, peel, it, subjonctif present,peler,,
peler, p, 1-pl, subjonctif-present, peel, we, subjonctif present,peler,,
peler, p, 2-pl, subjonctif-present, peel, you all, subjonctif present,peler,,
peler, p, 3-pl-m, subjonctif-present, peel, they (m), subjonctif present,peler,,
peler, p, 3-pl-f, subjonctif-present, peel, they (f), subjonctif present,peler,,
peser, p, 1-sg, conditionnel-present, weigh, i, conditionnel present,peser,,
peser, p, 2-sg, conditionnel-present, weigh, you, conditionnel present,peser,,
peser, p, 3-sg-m, conditionnel-present, weigh, he, conditionnel present,peser,,
peser, p, 3-sg-f, conditionnel-present, weigh, she, conditionnel present,peser,,
peser, p, 3-sg-n, conditionnel-present, weigh, it, conditionnel present,peser,,
peser, p, 1-pl, conditionnel-present, weigh, we, conditionnel present,peser,,
peser, p, 2-pl, conditionnel-present, weigh, you all, conditionnel present,peser,,
peser, p, 3-pl-m, conditionnel-present, weigh, they (m), conditionnel present,peser,,
peser, p, 3-pl-f, conditionnel-present, weigh, they (f), conditionnel present,peser,,
peser, p, 1-sg, imperatif-present, weigh, i, imperatif present,peser,,
peser, p, 2-sg, imperatif-present, weigh, you, imperatif present,peser,,
peser, p, 3-sg-m, imperatif-present, weigh, he, imperatif present,peser,,
peser, p, 3-sg-f, imperatif-present, weigh, she, imperatif present,peser,,
peser, p, 3-sg-n, imperatif-present, weigh, it, imperatif present,peser,,
peser, p, 1-sg, indicatif-futur, weigh, i, indicatif futur,peser,,
peser, p, 2-sg, indicatif-futur, weigh, you, indicatif futur,peser,,
peser, p, 3-sg-m, indicatif-futur, weigh, he, indicatif futur,peser,,
peser, p, 3-sg-f, indicatif-futur, weigh, she, indicatif futur,peser,,
peser, p, 3-sg-n, indicatif-futur, weigh, it, indicatif futur,peser,,
peser, p, 1-pl, indicatif-futur, weigh, we, indicatif futur,peser,,
peser, p, 2-pl, indicatif-futur, weigh, you all, indicatif futur,peser,,
peser, p, 3-pl-m, indicatif-futur, weigh, they (m), indicatif futur,peser,,
peser, p, 3-pl-f, indicatif-futur, weigh, they (f), indicatif futur,peser,,
peser, p, 1-sg, indicatif-imparfait, weigh, i, indicatif imparfait,peser,,
peser, p, 2-sg, indicatif-imparfait, weigh, you, indicatif imparfait,peser,,
peser, p, 3-sg-m, indicatif-imparfait, weigh, he, indicatif imparfait,peser,,
peser, p, 3-sg-f, indicatif-imparfait, weigh, she, indicatif imparfait,peser,,
peser, p, 3-sg-n, indicatif-imparfait, weigh, it, indicatif imparfait,peser,,
peser, p, 1-pl, indicatif-imparfait, weigh, we, indicatif imparfait,peser,,
peser, p, 2-pl, indicatif-imparfait, weigh, you all, indicatif imparfait,peser,,
peser, p, 3-pl-m, indicatif-imparfait, weigh, they (m), indicatif imparfait,peser,,
peser, p, 3-pl-f, indicatif-imparfait, weigh, they (f), indicatif imparfait,peser,,
peser, p, 1-sg, indicatif-passe-simple, weigh, i, indicatif passe simple,peser,,
peser, p, 2-sg, indicatif-passe-simple, weigh, you, indicatif passe simple,peser,,
peser, p, 3-sg-m, indicatif-passe-simple, weigh, he, indicatif passe simple,peser,,
peser, p, 3-sg-f, indicatif-passe-simple, weigh, she, indicatif passe simple,peser,,
peser, p, 3-sg-n, indicatif-passe-simple, weigh, it, indicatif passe simple,peser,,
peser, p, 1-pl, indicatif-passe-simple, weigh, we, indicatif passe simple,peser,,
peser, p, 2-pl, indicatif-passe-simple, weigh, you all, indicatif passe simple,peser,,
peser, p, 3-pl-m, indicatif-passe-simple, weigh, they (m), indicatif passe simple,peser,,
peser, p, 3-pl-f, indicatif-passe-simple, weigh, they (f), indicatif passe simple,peser,,
peser, p, 1-sg, indicatif-present, weigh, i, indicatif present,peser,,
peser, p, 2-sg, indicatif-present, weigh, you, indicatif present,peser,,
peser, p, 3-sg-m, indicatif-present, weigh, he, indicatif present,peser,,
peser, p, 3-sg-f, indicatif-present, weigh, she, indicatif present,peser,,
peser, p, 3-sg-n, indicatif-present, weigh, it, indicatif present,peser,,
peser, p, 1-pl, indicatif-present, weigh, we, indicatif present,peser,,
peser, p, 2-pl, indicatif-present, weigh, you all, indicatif present,peser,,
peser, p, 3-pl-m, indicatif-present, weigh, they (m), indicatif present,peser,,
peser, p, 3-pl-f, indicatif-present, weigh, they (f), indicatif present,peser,,
peser, p, 3-sg-m, participe-passe, weigh, he, participe passe,peser,,
peser, p, 3-pl-m, participe-passe, weigh, they (m), participe passe,peser,,
peser, p, 3-sg-f, participe-passe, weigh, she, participe passe,peser,,
peser, p, 3-pl-f, participe-passe, weigh, they (f), participe passe,peser,,
peser, p, 1-sg, subjonctif-imparfait, weigh, i, subjonctif imparfait,peser,,
peser, p, 2-sg, subjonctif-imparfait, weigh, you, subjonctif imparfait,peser,,
peser, p, 3-sg-m, subjonctif-imparfait, weigh, he, subjonctif imparfait,peser,,
peser, p, 3-sg-f, subjonctif-imparfait, weigh, she, subjonctif imparfait,peser,,
peser, p, 3-sg-n, subjonctif-imparfait, weigh, it, subjonctif imparfait,peser,,
peser, p, 1-pl, subjonctif-imparfait, weigh, we, subjonctif imparfait,peser,,
peser, p, 2-pl, subjonctif-imparfait, weigh, you all, subjonctif imparfait,peser,,
peser, p, 3-pl-m, subjonctif-imparfait, weigh, they (m), subjonctif imparfait,peser,,
peser, p, 3-pl-f, subjonctif-imparfait, weigh, they (f), subjonctif imparfait,peser,,
peser, p, 1-sg, subjonctif-present, weigh, i, subjonctif present,peser,,
peser, p, 2-sg, subjonctif-present, weigh, you, subjonctif present,peser,,
peser, p, 3-sg-m, subjonctif-present, weigh, he, subjonctif present,peser,,
peser, p, 3-sg-f, subjonctif-present, weigh, she, subjonctif present,peser,,
peser, p, 3-sg-n, subjonctif-present, weigh, it, subjonctif present,peser,,
peser, p, 1-pl, subjonctif-present, weigh, we, subjonctif present,peser,,
peser, p, 2-pl, subjonctif-present, weigh, you all, subjonctif present,peser,,
peser, p, 3-pl-m, subjonctif-present, weigh, they (m), subjonctif present,peser,,
peser, p, 3-pl-f, subjonctif-present, weigh, they (f), subjonctif present,peser,,
pouvoir, p, 1-sg, conditionnel-present, be able to, i, conditionnel present,pouvoir,,
pouvoir, p, 2-sg, conditionnel-present, be able to, you, conditionnel present,pouvoir,,
pouvoir, p, 3-sg-m, conditionnel-present, be able to, he, conditionnel present,pouvoir,,
pouvoir, p, 3-sg-f, conditionnel-present, be able to, she, conditionnel present,pouvoir,,
pouvoir, p, 3-sg-n, conditionnel-present, be able to, it, conditionnel present,pouvoir,,
pouvoir, p, 1-pl, conditionnel-present, be able to, we, conditionnel present,pouvoir,,
pouvoir, p, 2-pl, conditionnel-present, be able to, you all, conditionnel present,pouvoir,,
pouvoir, p, 3-pl-m, conditionnel-present, be able to, they (m), conditionnel present,pouvoir,,
pouvoir, p, 3-pl-f, conditionnel-present, be able to, they (f), conditionnel present,pouvoir,,
pouvoir, p, 1-sg, imperatif-present, be able to, i, imperatif present,pouvoir,,
pouvoir, p, 2-sg, imperatif-present, be able to, you, imperatif present,pouvoir,,
