Verb,conjugation,subject,option,verb_translation,subject_translation,option_translation,verb_base
reveler, r̩v, 1-sg, indicatif-present, reveal, I, Indicative,reveler
reveler, r̩v, 2-sg, indicatif-present, reveal, You, Indicative,reveler
reveler, r̩v, 3-sg-m, indicatif-present, reveal, He, Indicative,reveler
reveler, r̩v, 3-sg-f, indicatif-present, reveal, She, Indicative,reveler
reveler, r̩v, 3-sg-n, indicatif-present, reveal, It, Indicative,reveler
reveler, r̩v, 1-pl, indicatif-present, reveal, We, Indicative,reveler
reveler, r̩v, 2-pl, indicatif-present, reveal, You all, Indicative,reveler
reveler, r̩v, 3-pl-m, indicatif-present, reveal, They (m), Indicative,reveler
reveler, r̩v, 3-pl-f, indicatif-present, reveal, They (f), Indicative,reveler
reveler, r̩v, 3-sg-m, participe-passe, reveal, He, Participal,reveler
reveler, r̩v, 3-pl-m, participe-passe, reveal, They (m), Participal,reveler
reveler, r̩v, 3-sg-f, participe-passe, reveal, She, Participal,reveler
reveler, r̩v, 3-pl-f, participe-passe, reveal, They (f), Participal,reveler
reveler, r̩v, 1-sg, subjonctif-imparfait, reveal, I, Subjonctive,reveler
reveler, r̩v, 2-sg, subjonctif-imparfait, reveal, You, Subjonctive,reveler
reveler, r̩v, 3-sg-m, subjonctif-imparfait, reveal, He, Subjonctive,reveler
reveler, r̩v, 3-sg-f, subjonctif-imparfait, reveal, She, Subjonctive,reveler
reveler, r̩v, 3-sg-n, subjonctif-imparfait, reveal, It, Subjonctive,reveler
reveler, r̩v, 1-pl, subjonctif-imparfait, reveal, We, Subjonctive,reveler
reveler, r̩v, 2-pl, subjonctif-imparfait, reveal, You all, Subjonctive,reveler
reveler, r̩v, 3-pl-m, subjonctif-imparfait, reveal, They (m), Subjonctive,reveler
reveler, r̩v, 3-pl-f, subjonctif-imparfait, reveal, They (f), Subjonctive,reveler
reveler, r̩v, 1-sg, subjonctif-present, reveal, I, Subjonctive,reveler
reveler, r̩v, 2-sg, subjonctif-present, reveal, You, Subjonctive,reveler
reveler, r̩v, 3-sg-m, subjonctif-present, reveal, He, Subjonctive,reveler
reveler, r̩v, 3-sg-f, subjonctif-present, reveal, She, Subjonctive,reveler
reveler, r̩v, 3-sg-n, subjonctif-present, reveal, It, Subjonctive,reveler
reveler, r̩v, 1-pl, subjonctif-present, reveal, We, Subjonctive,reveler
reveler, r̩v, 2-pl, subjonctif-present, reveal, You all, Subjonctive,reveler
reveler, r̩v, 3-pl-m, subjonctif-present, reveal, They (m), Subjonctive,reveler
reveler, r̩v, 3-pl-f, subjonctif-present, reveal, They (f), Subjonctive,reveler
savoir, s, 1-sg, conditionnel-present, know, I, Conditional,savoir
savoir, s, 2-sg, conditionnel-present, know, You, Conditional,savoir
savoir, s, 3-sg-m, conditionnel-present, know, He, Conditional,savoir
savoir, s, 3-sg-f, conditionnel-present, know, She, Conditional,savoir
savoir, s, 3-sg-n, conditionnel-present, know, It, Conditional,savoir
savoir, s, 1-pl, conditionnel-present, know, We, Conditional,savoir
savoir, s, 2-pl, conditionnel-present, know, You all, Conditional,savoir
savoir, s, 3-pl-m, conditionnel-present, know, They (m), Conditional,savoir
savoir, s, 3-pl-f, conditionnel-present, know, They (f), Conditional,savoir
savoir, s, 1-sg, imperatif-present, know, I, Imperative,savoir
savoir, s, 2-sg, imperatif-present, know, You, Imperative,savoir
savoir, s, 3-sg-m, imperatif-present, know, He, Imperative,savoir
savoir, s, 3-sg-f, imperatif-present, know, She, Imperative,savoir
savoir, s, 3-sg-n, imperatif-present, know, It, Imperative,savoir
savoir, s, 1-sg, indicatif-futur, know, I, Indicative,savoir
savoir, s, 2-sg, indicatif-futur, know, You, Indicative,savoir
savoir, s, 3-sg-m, indicatif-futur, know, He, Indicative,savoir
savoir, s, 3-sg-f, indicatif-futur, know, She, Indicative,savoir
savoir, s, 3-sg-n, indicatif-futur, know, It, Indicative,savoir
savoir, s, 1-pl, indicatif-futur, know, We, Indicative,savoir
savoir, s, 2-pl, indicatif-futur, know, You all, Indicative,savoir
savoir, s, 3-pl-m, indicatif-futur, know, They (m), Indicative,savoir
savoir, s, 3-pl-f, indicatif-futur, know, They (f), Indicative,savoir
savoir, s, 1-sg, indicatif-imparfait, know, I, Indicative,savoir
savoir, s, 2-sg, indicatif-imparfait, know, You, Indicative,savoir
savoir, s, 3-sg-m, indicatif-imparfait, know, He, Indicative,savoir
savoir, s, 3-sg-f, indicatif-imparfait, know, She, Indicative,savoir
savoir, s, 3-sg-n, indicatif-imparfait, know, It, Indicative,savoir
savoir, s, 1-pl, indicatif-imparfait, know, We, Indicative,savoir
savoir, s, 2-pl, indicatif-imparfait, know, You all, Indicative,savoir
savoir, s, 3-pl-m, indicatif-imparfait, know, They (m), Indicative,savoir
savoir, s, 3-pl-f, indicatif-imparfait, know, They (f), Indicative,savoir
savoir, s, 1-sg, indicatif-passe-simple, know, I, Indicative,savoir
savoir, s, 2-sg, indicatif-passe-simple, know, You, Indicative,savoir
savoir, s, 3-sg-m, indicatif-passe-simple, know, He, Indicative,savoir
savoir, s, 3-sg-f, indicatif-passe-simple, know, She, Indicative,savoir
savoir, s, 3-sg-n, indicatif-passe-simple, know, It, Indicative,savoir
savoir, s, 1-pl, indicatif-passe-simple, know, We, Indicative,savoir
savoir, s, 2-pl, indicatif-passe-simple, know, You all, Indicative,savoir
savoir, s, 3-pl-m, indicatif-passe-simple, know, They (m), Indicative,savoir
savoir, s, 3-pl-f, indicatif-passe-simple, know, They (f), Indicative,savoir
savoir, s, 1-sg, indicatif-present, know, I, Indicative,savoir
savoir, s, 2-sg, indicatif-present, know, You, Indicative,savoir
savoir, s, 3-sg-m, indicatif-present, know, He, Indicative,savoir
savoir, s, 3-sg-f, indicatif-present, know, She, Indicative,savoir
savoir, s, 3-sg-n, indicatif-present, know, It, Indicative,savoir
savoir, s, 1-pl, indicatif-present, know, We, Indicative,savoir
savoir, s, 2-pl, indicatif-present, know, You all, Indicative,savoir
savoir, s, 3-pl-m, indicatif-present, know, They (m), Indicative,savoir
savoir, s, 3-pl-f, indicatif-present, know, They (f), Indicative,savoir
savoir, s, 3-sg-m, participe-passe, know, He, Participal,savoir
savoir, s, 3-pl-m, participe-passe, know, They (m), Participal,savoir
savoir, s, 3-sg-f, participe-passe, know, She, Participal,savoir
savoir, s, 3-pl-f, participe-passe, know, They (f), Participal,savoir
savoir, s, 1-sg, subjonctif-imparfait, know, I, Subjonctive,savoir
savoir, s, 2-sg, subjonctif-imparfait, know, You, Subjonctive,savoir
savoir, s, 3-sg-m, subjonctif-imparfait, know, He, Subjonctive,savoir
savoir, s, 3-sg-f, subjonctif-imparfait, know, She, Subjonctive,savoir
savoir, s, 3-sg-n, subjonctif-imparfait, know, It, Subjonctive,savoir
savoir, s, 1-pl, subjonctif-imparfait, know, We, Subjonctive,savoir
savoir, s, 2-pl, subjonctif-imparfait, know, You all, Subjonctive,savoir
savoir, s, 3-pl-m, subjonctif-imparfait, know, They (m), Subjonctive,savoir
savoir, s, 3-pl-f, subjonctif-imparfait, know, They (f), Subjonctive,savoir
savoir, s, 1-sg, subjonctif-present, know, I, Subjonctive,savoir
savoir, s, 2-sg, subjonctif-present, know, You, Subjonctive,savoir
savoir, s, 3-sg-m, subjonctif-present, know, He, Subjonctive,savoir
savoir, s, 3-sg-f, subjonctif-present, know, She, Subjonctive,savoir
savoir, s, 3-sg-n, subjonctif-present, know, It, Subjonctive,savoir
savoir, s, 1-pl, subjonctif-present, know, We, Subjonctive,savoir
savoir, s, 2-pl, subjonctif-present, know, You all, Subjonctive,savoir
savoir, s, 3-pl-m, subjonctif-present, know, They (m), Subjonctive,savoir
savoir, s, 3-pl-f, subjonctif-present, know, They (f), Subjonctive,savoir
semer, s, 1-sg, conditionnel-present, sow, I, Conditional,semer
semer, s, 2-sg, conditionnel-present, sow, You, Conditional,semer
semer, s, 3-sg-m, conditionnel-present, sow, He, Conditional,semer
semer, s, 3-sg-f, conditionnel-present, sow, She, Conditional,semer
semer, s, 3-sg-n, conditionnel-present, sow, It, Conditional,semer
semer, s, 1-pl, conditionnel-present, sow, We, Conditional,semer
semer, s, 2-pl, conditionnel-present, sow, You all, Conditional,semer
semer, s, 3-pl-m, conditionnel-present, sow, They (m), Conditional,semer
semer, s, 3-pl-f, conditionnel-present, sow, They (f), Conditional,semer
semer, s, 1-sg, imperatif-present, sow, I, Imperative,semer
semer, s, 2-sg, imperatif-present, sow, You, Imperative,semer
semer, s, 3-sg-m, imperatif-present, sow, He, Imperative,semer
semer, s, 3-sg-f, imperatif-present, sow, She, Imperative,semer
semer, s, 3-sg-n, imperatif-present, sow, It, Imperative,semer
semer, s, 1-sg, indicatif-futur, sow, I, Indicative,semer
semer, s, 2-sg, indicatif-futur, sow, You, Indicative,semer
semer, s, 3-sg-m, indicatif-futur, sow, He, Indicative,semer
semer, s, 3-sg-f, indicatif-futur, sow, She, Indicative,semer
semer, s, 3-sg-n, indicatif-futur, sow, It, Indicative,semer
semer, s, 1-pl, indicatif-futur, sow, We, Indicative,semer
semer, s, 2-pl, indicatif-futur, sow, You all, Indicative,semer
semer, s, 3-pl-m, indicatif-futur, sow, They (m), Indicative,semer
semer, s, 3-pl-f, indicatif-futur, sow, They (f), Indicative,semer
semer, s, 1-sg, indicatif-imparfait, sow, I, Indicative,semer
semer, s, 2-sg, indicatif-imparfait, sow, You, Indicative,semer
semer, s, 3-sg-m, indicatif-imparfait, sow, He, Indicative,semer
semer, s, 3-sg-f, indicatif-imparfait, sow, She, Indicative,semer
semer, s, 3-sg-n, indicatif-imparfait, sow, It, Indicative,semer
semer, s, 1-pl, indicatif-imparfait, sow, We, Indicative,semer
semer, s, 2-pl, indicatif-imparfait, sow, You all, Indicative,semer
semer, s, 3-pl-m, indicatif-imparfait, sow, They (m), Indicative,semer
semer, s, 3-pl-f, indicatif-imparfait, sow, They (f), Indicative,semer
semer, s, 1-sg, indicatif-passe-simple, sow, I, Indicative,semer
semer, s, 2-sg, indicatif-passe-simple, sow, You, Indicative,semer
semer, s, 3-sg-m, indicatif-passe-simple, sow, He, Indicative,semer
semer, s, 3-sg-f, indicatif-passe-simple, sow, She, Indicative,semer
semer, s, 3-sg-n, indicatif-passe-simple, sow, It, Indicative,semer
semer, s, 1-pl, indicatif-passe-simple, sow, We, Indicative,semer
semer, s, 2-pl, indicatif-passe-simple, sow, You all, Indicative,semer
semer, s, 3-pl-m, indicatif-passe-simple, sow, They (m), Indicative,semer
semer, s, 3-pl-f, indicatif-passe-simple, sow, They (f), Indicative,semer
semer, s, 1-sg, indicatif-present, sow, I, Indicative,semer
semer, s, 2-sg, indicatif-present, sow, You, Indicative,semer
semer, s, 3-sg-m, indicatif-present, sow, He, Indicative,semer
semer, s, 3-sg-f, indicatif-present, sow, She, Indicative,semer
semer, s, 3-sg-n, indicatif-present, sow, It, Indicative,semer
semer, s, 1-pl, indicatif-present, sow, We, Indicative,semer
semer, s, 2-pl, indicatif-present, sow, You all, Indicative,semer
semer, s, 3-pl-m, indicatif-present, sow, They (m), Indicative,semer
semer, s, 3-pl-f, indicatif-present, sow, They (f), Indicative,semer
semer, s, 3-sg-m, participe-passe, sow, He, Participal,semer
semer, s, 3-pl-m, participe-passe, sow, They (m), Participal,semer
semer, s, 3-sg-f, participe-passe, sow, She, Participal,semer
semer, s, 3-pl-f, participe-passe, sow, They (f), Participal,semer
semer, s, 1-sg, subjonctif-imparfait, sow, I, Subjonctive,semer
semer, s, 2-sg, subjonctif-imparfait, sow, You, Subjonctive,semer
semer, s, 3-sg-m, subjonctif-imparfait, sow, He, Subjonctive,semer
semer, s, 3-sg-f, subjonctif-imparfait, sow, She, Subjonctive,semer
semer, s, 3-sg-n, subjonctif-imparfait, sow, It, Subjonctive,semer
semer, s, 1-pl, subjonctif-imparfait, sow, We, Subjonctive,semer
semer, s, 2-pl, subjonctif-imparfait, sow, You all, Subjonctive,semer
semer, s, 3-pl-m, subjonctif-imparfait, sow, They (m), Subjonctive,semer
semer, s, 3-pl-f, subjonctif-imparfait, sow, They (f), Subjonctive,semer
semer, s, 1-sg, subjonctif-present, sow, I, Subjonctive,semer
semer, s, 2-sg, subjonctif-present, sow, You, Subjonctive,semer
semer, s, 3-sg-m, subjonctif-present, sow, He, Subjonctive,semer
semer, s, 3-sg-f, subjonctif-present, sow, She, Subjonctive,semer
semer, s, 3-sg-n, subjonctif-present, sow, It, Subjonctive,semer
semer, s, 1-pl, subjonctif-present, sow, We, Subjonctive,semer
semer, s, 2-pl, subjonctif-present, sow, You all, Subjonctive,semer
semer, s, 3-pl-m, subjonctif-present, sow, They (m), Subjonctive,semer
semer, s, 3-pl-f, subjonctif-present, sow, They (f), Subjonctive,semer
seoir, s, 1-sg, conditionnel-present, suit, I, Conditional,seoir
seoir, s, 2-sg, conditionnel-present, suit, You, Conditional,seoir
seoir, s, 3-sg-m, conditionnel-present, suit, He, Conditional,seoir
seoir, s, 3-sg-f, conditionnel-present, suit, She, Conditional,seoir
seoir, s, 3-sg-n, conditionnel-present, suit, It, Conditional,seoir
seoir, s, 1-pl, conditionnel-present, suit, We, Conditional,seoir
seoir, s, 2-pl, conditionnel-present, suit, You all, Conditional,seoir
seoir, s, 3-pl-m, conditionnel-present, suit, They (m), Conditional,seoir
seoir, s, 3-pl-f, conditionnel-present, suit, They (f), Conditional,seoir
seoir, s, 1-sg, imperatif-present, suit, I, Imperative,seoir
seoir, s, 2-sg, imperatif-present, suit, You, Imperative,seoir
seoir, s, 3-sg-m, imperatif-present, suit, He, Imperative,seoir
seoir, s, 3-sg-f, imperatif-present, suit, She, Imperative,seoir
seoir, s, 3-sg-n, imperatif-present, suit, It, Imperative,seoir
seoir, s, 1-sg, indicatif-futur, suit, I, Indicative,seoir
seoir, s, 2-sg, indicatif-futur, suit, You, Indicative,seoir
seoir, s, 3-sg-m, indicatif-futur, suit, He, Indicative,seoir
seoir, s, 3-sg-f, indicatif-futur, suit, She, Indicative,seoir
seoir, s, 3-sg-n, indicatif-futur, suit, It, Indicative,seoir
seoir, s, 1-pl, indicatif-futur, suit, We, Indicative,seoir
seoir, s, 2-pl, indicatif-futur, suit, You all, Indicative,seoir
seoir, s, 3-pl-m, indicatif-futur, suit, They (m), Indicative,seoir
seoir, s, 3-pl-f, indicatif-futur, suit, They (f), Indicative,seoir
seoir, s, 1-sg, indicatif-imparfait, suit, I, Indicative,seoir
seoir, s, 2-sg, indicatif-imparfait, suit, You, Indicative,seoir
seoir, s, 3-sg-m, indicatif-imparfait, suit, He, Indicative,seoir
seoir, s, 3-sg-f, indicatif-imparfait, suit, She, Indicative,seoir
seoir, s, 3-sg-n, indicatif-imparfait, suit, It, Indicative,seoir
seoir, s, 1-pl, indicatif-imparfait, suit, We, Indicative,seoir
seoir, s, 2-pl, indicatif-imparfait, suit, You all, Indicative,seoir
seoir, s, 3-pl-m, indicatif-imparfait, suit, They (m), Indicative,seoir
seoir, s, 3-pl-f, indicatif-imparfait, suit, They (f), Indicative,seoir
seoir, s, 1-sg, indicatif-passe-simple, suit, I, Indicative,seoir
seoir, s, 2-sg, indicatif-passe-simple, suit, You, Indicative,seoir
seoir, s, 3-sg-m, indicatif-passe-simple, suit, He, Indicative,seoir
seoir, s, 3-sg-f, indicatif-passe-simple, suit, She, Indicative,seoir
seoir, s, 3-sg-n, indicatif-passe-simple, suit, It, Indicative,seoir
seoir, s, 1-pl, indicatif-passe-simple, suit, We, Indicative,seoir
seoir, s, 2-pl, indicatif-passe-simple, suit, You all, Indicative,seoir
seoir, s, 3-pl-m, indicatif-passe-simple, suit, They (m), Indicative,seoir
seoir, s, 3-pl-f, indicatif-passe-simple, suit, They (f), Indicative,seoir
seoir, s, 1-sg, indicatif-present, suit, I, Indicative,seoir
seoir, s, 2-sg, indicatif-present, suit, You, Indicative,seoir
seoir, s, 3-sg-m, indicatif-present, suit, He, Indicative,seoir
seoir, s, 3-sg-f, indicatif-present, suit, She, Indicative,seoir
seoir, s, 3-sg-n, indicatif-present, suit, It, Indicative,seoir
seoir, s, 1-pl, indicatif-present, suit, We, Indicative,seoir
seoir, s, 2-pl, indicatif-present, suit, You all, Indicative,seoir
seoir, s, 3-pl-m, indicatif-present, suit, They (m), Indicative,seoir
seoir, s, 3-pl-f, indicatif-present, suit, They (f), Indicative,seoir
seoir, s, 3-sg-m, participe-passe, suit, He, Participal,seoir
seoir, s, 3-pl-m, participe-passe, suit, They (m), Participal,seoir
seoir, s, 3-sg-f, participe-passe, suit, She, Participal,seoir
seoir, s, 3-pl-f, participe-passe, suit, They (f), Participal,seoir
seoir, s, 1-sg, subjonctif-imparfait, suit, I, Subjonctive,seoir
seoir, s, 2-sg, subjonctif-imparfait, suit, You, Subjonctive,seoir
seoir, s, 3-sg-m, subjonctif-imparfait, suit, He, Subjonctive,seoir
seoir, s, 3-sg-f, subjonctif-imparfait, suit, She, Subjonctive,seoir
seoir, s, 3-sg-n, subjonctif-imparfait, suit, It, Subjonctive,seoir
seoir, s, 1-pl, subjonctif-imparfait, suit, We, Subjonctive,seoir
seoir, s, 2-pl, subjonctif-imparfait, suit, You all, Subjonctive,seoir
seoir, s, 3-pl-m, subjonctif-imparfait, suit, They (m), Subjonctive,seoir
seoir, s, 3-pl-f, subjonctif-imparfait, suit, They (f), Subjonctive,seoir
seoir, s, 1-sg, subjonctif-present, suit, I, Subjonctive,seoir
seoir, s, 2-sg, subjonctif-present, suit, You, Subjonctive,seoir
seoir, s, 3-sg-m, subjonctif-present, suit, He, Subjonctive,seoir
seoir, s, 3-sg-f, subjonctif-present, suit, She, Subjonctive,seoir
seoir, s, 3-sg-n, subjonctif-present, suit, It, Subjonctive,seoir
seoir, s, 1-pl, subjonctif-present, suit, We, Subjonctive,seoir
seoir, s, 2-pl, subjonctif-present, suit, You all, Subjonctive,seoir
seoir, s, 3-pl-m, subjonctif-present, suit, They (m), Subjonctive,seoir
seoir, s, 3-pl-f, subjonctif-present, suit, They (f), Subjonctive,seoir
sevrer, s, 1-sg, conditionnel-present, sever, I, Conditional,sevrer
sevrer, s, 2-sg, conditionnel-present, sever, You, Conditional,sevrer
sevrer, s, 3-sg-m, conditionnel-present, sever, He, Conditional,sevrer
sevrer, s, 3-sg-f, conditionnel-present, sever, She, Conditional,sevrer
sevrer, s, 3-sg-n, conditionnel-present, sever, It, Conditional,sevrer
sevrer, s, 1-pl, conditionnel-present, sever, We, Conditional,sevrer
sevrer, s, 2-pl, conditionnel-present, sever, You all, Conditional,sevrer
sevrer, s, 3-pl-m, conditionnel-present, sever, They (m), Conditional,sevrer
sevrer, s, 3-pl-f, conditionnel-present, sever, They (f), Conditional,sevrer
sevrer, s, 1-sg, imperatif-present, sever, I, Imperative,sevrer
sevrer, s, 2-sg, imperatif-present, sever, You, Imperative,sevrer
sevrer, s, 3-sg-m, imperatif-present, sever, He, Imperative,sevrer
sevrer, s, 3-sg-f, imperatif-present, sever, She, Imperative,sevrer
sevrer, s, 3-sg-n, imperatif-present, sever, It, Imperative,sevrer
sevrer, s, 1-sg, indicatif-futur, sever, I, Indicative,sevrer
sevrer, s, 2-sg, indicatif-futur, sever, You, Indicative,sevrer
sevrer, s, 3-sg-m, indicatif-futur, sever, He, Indicative,sevrer
sevrer, s, 3-sg-f, indicatif-futur, sever, She, Indicative,sevrer
sevrer, s, 3-sg-n, indicatif-futur, sever, It, Indicative,sevrer
sevrer, s, 1-pl, indicatif-futur, sever, We, Indicative,sevrer
sevrer, s, 2-pl, indicatif-futur, sever, You all, Indicative,sevrer
sevrer, s, 3-pl-m, indicatif-futur, sever, They (m), Indicative,sevrer
sevrer, s, 3-pl-f, indicatif-futur, sever, They (f), Indicative,sevrer
sevrer, s, 1-sg, indicatif-imparfait, sever, I, Indicative,sevrer
sevrer, s, 2-sg, indicatif-imparfait, sever, You, Indicative,sevrer
sevrer, s, 3-sg-m, indicatif-imparfait, sever, He, Indicative,sevrer
sevrer, s, 3-sg-f, indicatif-imparfait, sever, She, Indicative,sevrer
sevrer, s, 3-sg-n, indicatif-imparfait, sever, It, Indicative,sevrer
sevrer, s, 1-pl, indicatif-imparfait, sever, We, Indicative,sevrer
sevrer, s, 2-pl, indicatif-imparfait, sever, You all, Indicative,sevrer
sevrer, s, 3-pl-m, indicatif-imparfait, sever, They (m), Indicative,sevrer
sevrer, s, 3-pl-f, indicatif-imparfait, sever, They (f), Indicative,sevrer
sevrer, s, 1-sg, indicatif-passe-simple, sever, I, Indicative,sevrer
sevrer, s, 2-sg, indicatif-passe-simple, sever, You, Indicative,sevrer
sevrer, s, 3-sg-m, indicatif-passe-simple, sever, He, Indicative,sevrer
sevrer, s, 3-sg-f, indicatif-passe-simple, sever, She, Indicative,sevrer
sevrer, s, 3-sg-n, indicatif-passe-simple, sever, It, Indicative,sevrer
sevrer, s, 1-pl, indicatif-passe-simple, sever, We, Indicative,sevrer
sevrer, s, 2-pl, indicatif-passe-simple, sever, You all, Indicative,sevrer
sevrer, s, 3-pl-m, indicatif-passe-simple, sever, They (m), Indicative,sevrer
sevrer, s, 3-pl-f, indicatif-passe-simple, sever, They (f), Indicative,sevrer
sevrer, s, 1-sg, indicatif-present, sever, I, Indicative,sevrer
sevrer, s, 2-sg, indicatif-present, sever, You, Indicative,sevrer
sevrer, s, 3-sg-m, indicatif-present, sever, He, Indicative,sevrer
sevrer, s, 3-sg-f, indicatif-present, sever, She, Indicative,sevrer
sevrer, s, 3-sg-n, indicatif-present, sever, It, Indicative,sevrer
sevrer, s, 1-pl, indicatif-present, sever, We, Indicative,sevrer
sevrer, s, 2-pl, indicatif-present, sever, You all, Indicative,sevrer
sevrer, s, 3-pl-m, indicatif-present, sever, They (m), Indicative,sevrer
sevrer, s, 3-pl-f, indicatif-present, sever, They (f), Indicative,sevrer
sevrer, s, 3-sg-m, participe-passe, sever, He, Participal,sevrer
sevrer, s, 3-pl-m, participe-passe, sever, They (m), Participal,sevrer
sevrer, s, 3-sg-f, participe-passe, sever, She, Participal,sevrer
sevrer, s, 3-pl-f, participe-passe, sever, They (f), Participal,sevrer
sevrer, s, 1-sg, subjonctif-imparfait, sever, I, Subjonctive,sevrer
sevrer, s, 2-sg, subjonctif-imparfait, sever, You, Subjonctive,sevrer
sevrer, s, 3-sg-m, subjonctif-imparfait, sever, He, Subjonctive,sevrer
sevrer, s, 3-sg-f, subjonctif-imparfait, sever, She, Subjonctive,sevrer
sevrer, s, 3-sg-n, subjonctif-imparfait, sever, It, Subjonctive,sevrer
sevrer, s, 1-pl, subjonctif-imparfait, sever, We, Subjonctive,sevrer
sevrer, s, 2-pl, subjonctif-imparfait, sever, You all, Subjonctive,sevrer
sevrer, s, 3-pl-m, subjonctif-imparfait, sever, They (m), Subjonctive,sevrer
sevrer, s, 3-pl-f, subjonctif-imparfait, sever, They (f), Subjonctive,sevrer
sevrer, s, 1-sg, subjonctif-present, sever, I, Subjonctive,sevrer
sevrer, s, 2-sg, subjonctif-present, sever, You, Subjonctive,sevrer
sevrer, s, 3-sg-m, subjonctif-present, sever, He, Subjonctive,sevrer
sevrer, s, 3-sg-f, subjonctif-present, sever, She, Subjonctive,sevrer
sevrer, s, 3-sg-n, subjonctif-present, sever, It, Subjonctive,sevrer
sevrer, s, 1-pl, subjonctif-present, sever, We, Subjonctive,sevrer
sevrer, s, 2-pl, subjonctif-present, sever, You all, Subjonctive,sevrer
sevrer, s, 3-pl-m, subjonctif-present, sever, They (m), Subjonctive,sevrer
sevrer, s, 3-pl-f, subjonctif-present, sever, They (f), Subjonctive,sevrer
sourdre, s, 1-sg, conditionnel-present, weld, I, Conditional,sourdre
sourdre, s, 2-sg, conditionnel-present, weld, You, Conditional,sourdre
sourdre, s, 3-sg-m, conditionnel-present, weld, He, Conditional,sourdre
sourdre, s, 3-sg-f, conditionnel-present, weld, She, Conditional,sourdre
sourdre, s, 3-sg-n, conditionnel-present, weld, It, Conditional,sourdre
sourdre, s, 1-pl, conditionnel-present, weld, We, Conditional,sourdre
sourdre, s, 2-pl, conditionnel-present, weld, You all, Conditional,sourdre
sourdre, s, 3-pl-m, conditionnel-present, weld, They (m), Conditional,sourdre
sourdre, s, 3-pl-f, conditionnel-present, weld, They (f), Conditional,sourdre
sourdre, s, 1-sg, imperatif-present, weld, I, Imperative,sourdre
sourdre, s, 2-sg, imperatif-present, weld, You, Imperative,sourdre
sourdre, s, 3-sg-m, imperatif-present, weld, He, Imperative,sourdre
sourdre, s, 3-sg-f, imperatif-present, weld, She, Imperative,sourdre
sourdre, s, 3-sg-n, imperatif-present, weld, It, Imperative,sourdre
sourdre, s, 1-sg, indicatif-futur, weld, I, Indicative,sourdre
sourdre, s, 2-sg, indicatif-futur, weld, You, Indicative,sourdre
sourdre, s, 3-sg-m, indicatif-futur, weld, He, Indicative,sourdre
sourdre, s, 3-sg-f, indicatif-futur, weld, She, Indicative,sourdre
sourdre, s, 3-sg-n, indicatif-futur, weld, It, Indicative,sourdre
sourdre, s, 1-pl, indicatif-futur, weld, We, Indicative,sourdre
sourdre, s, 2-pl, indicatif-futur, weld, You all, Indicative,sourdre
sourdre, s, 3-pl-m, indicatif-futur, weld, They (m), Indicative,sourdre
sourdre, s, 3-pl-f, indicatif-futur, weld, They (f), Indicative,sourdre
sourdre, s, 1-sg, indicatif-imparfait, weld, I, Indicative,sourdre
sourdre, s, 2-sg, indicatif-imparfait, weld, You, Indicative,sourdre
sourdre, s, 3-sg-m, indicatif-imparfait, weld, He, Indicative,sourdre
sourdre, s, 3-sg-f, indicatif-imparfait, weld, She, Indicative,sourdre
sourdre, s, 3-sg-n, indicatif-imparfait, weld, It, Indicative,sourdre
sourdre, s, 1-pl, indicatif-imparfait, weld, We, Indicative,sourdre
sourdre, s, 2-pl, indicatif-imparfait, weld, You all, Indicative,sourdre
sourdre, s, 3-pl-m, indicatif-imparfait, weld, They (m), Indicative,sourdre
sourdre, s, 3-pl-f, indicatif-imparfait, weld, They (f), Indicative,sourdre
sourdre, s, 1-sg, indicatif-passe-simple, weld, I, Indicative,sourdre
sourdre, s, 2-sg, indicatif-passe-simple, weld, You, Indicative,sourdre
sourdre, s, 3-sg-m, indicatif-passe-simple, weld, He, Indicative,sourdre
sourdre, s, 3-sg-f, indicatif-passe-simple, weld, She, Indicative,sourdre
sourdre, s, 3-sg-n, indicatif-passe-simple, weld, It, Indicative,sourdre
sourdre, s, 1-pl, indicatif-passe-simple, weld, We, Indicative,sourdre
sourdre, s, 2-pl, indicatif-passe-simple, weld, You all, Indicative,sourdre
sourdre, s, 3-pl-m, indicatif-passe-simple, weld, They (m), Indicative,sourdre
sourdre, s, 3-pl-f, indicatif-passe-simple, weld, They (f), Indicative,sourdre
sourdre, s, 1-sg, indicatif-present, weld, I, Indicative,sourdre
sourdre, s, 2-sg, indicatif-present, weld, You, Indicative,sourdre
sourdre, s, 3-sg-m, indicatif-present, weld, He, Indicative,sourdre
sourdre, s, 3-sg-f, indicatif-present, weld, She, Indicative,sourdre
sourdre, s, 3-sg-n, indicatif-present, weld, It, Indicative,sourdre
sourdre, s, 1-pl, indicatif-present, weld, We, Indicative,sourdre
sourdre, s, 2-pl, indicatif-present, weld, You all, Indicative,sourdre
sourdre, s, 3-pl-m, indicatif-present, weld, They (m), Indicative,sourdre
sourdre, s, 3-pl-f, indicatif-present, weld, They (f), Indicative,sourdre
sourdre, s, 3-sg-m, participe-passe, weld, He, Participal,sourdre
sourdre, s, 3-pl-m, participe-passe, weld, They (m), Participal,sourdre
sourdre, s, 3-sg-f, participe-passe, weld, She, Participal,sourdre
sourdre, s, 3-pl-f, participe-passe, weld, They (f), Participal,sourdre
sourdre, s, 1-sg, subjonctif-imparfait, weld, I, Subjonctive,sourdre
sourdre, s, 2-sg, subjonctif-imparfait, weld, You, Subjonctive,sourdre
